County of Residence,County of Residence Code,Mother's Single Race 6,Mother's Single Race 6 Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Mother's Nativity,Mother's Nativity Code,Births,Average Number of Prenatal Visits
"Philadelphia County, PA",42101,Black or African American,2054-5,30-34 years,30-34,Unknown or Not Stated,Unk,Born in the U.S. (50 US States),1,24,7.95
"Philadelphia County, PA",42101,Black or African American,2054-5,35-39 years,35-39,8th grade or less,1,Born outside the U.S. (includes possessions),2,21,7.26
"Philadelphia County, PA",42101,Black or African American,2054-5,35-39 years,35-39,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,55,8.57
"Philadelphia County, PA",42101,Black or African American,2054-5,35-39 years,35-39,9th through 12th grade with no diploma,2,Born outside the U.S. (includes possessions),2,26,7.46
"Philadelphia County, PA",42101,Black or African American,2054-5,35-39 years,35-39,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,220,10.15
"Philadelphia County, PA",42101,Black or African American,2054-5,35-39 years,35-39,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,65,9.15
"Philadelphia County, PA",42101,Black or African American,2054-5,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,188,10.98
"Philadelphia County, PA",42101,Black or African American,2054-5,35-39 years,35-39,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,39,11.97
"Philadelphia County, PA",42101,Black or African American,2054-5,35-39 years,35-39,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,77,10.58
"Philadelphia County, PA",42101,Black or African American,2054-5,35-39 years,35-39,"Associate degree (AA, AS)",5,Born outside the U.S. (includes possessions),2,23,9.73
"Philadelphia County, PA",42101,Black or African American,2054-5,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,110,11.9
"Philadelphia County, PA",42101,Black or African American,2054-5,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,45,10.05
"Philadelphia County, PA",42101,Black or African American,2054-5,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,100,11.67
"Philadelphia County, PA",42101,Black or African American,2054-5,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,23,7.73
"Philadelphia County, PA",42101,Black or African American,2054-5,40-44 years,40-44,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,18,6
"Philadelphia County, PA",42101,Black or African American,2054-5,40-44 years,40-44,9th through 12th grade with no diploma,2,Born outside the U.S. (includes possessions),2,12,9.3
"Philadelphia County, PA",42101,Black or African American,2054-5,40-44 years,40-44,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,51,9.34
"Philadelphia County, PA",42101,Black or African American,2054-5,40-44 years,40-44,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,30,8.35
"Philadelphia County, PA",42101,Black or African American,2054-5,40-44 years,40-44,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,48,11.23
"Philadelphia County, PA",42101,Black or African American,2054-5,40-44 years,40-44,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,16,9.87
"Philadelphia County, PA",42101,Black or African American,2054-5,40-44 years,40-44,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,16,11.69
"Philadelphia County, PA",42101,Black or African American,2054-5,40-44 years,40-44,"Associate degree (AA, AS)",5,Born outside the U.S. (includes possessions),2,11,7.22
"Philadelphia County, PA",42101,Black or African American,2054-5,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,21,11.12
"Philadelphia County, PA",42101,Black or African American,2054-5,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,14,11
"Philadelphia County, PA",42101,Black or African American,2054-5,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,20,11.89
"Philadelphia County, PA",42101,White,2106-3,15-19 years,15-19,8th grade or less,1,Born outside the U.S. (includes possessions),2,19,4.47
"Philadelphia County, PA",42101,White,2106-3,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,91,9.63
"Philadelphia County, PA",42101,White,2106-3,15-19 years,15-19,9th through 12th grade with no diploma,2,Born outside the U.S. (includes possessions),2,51,5.8
"Philadelphia County, PA",42101,White,2106-3,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,56,8.98
"Philadelphia County, PA",42101,White,2106-3,15-19 years,15-19,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,40,8.43
"Philadelphia County, PA",42101,White,2106-3,20-24 years,20-24,8th grade or less,1,Born in the U.S. (50 US States),1,10,5.2
"Philadelphia County, PA",42101,White,2106-3,20-24 years,20-24,8th grade or less,1,Born outside the U.S. (includes possessions),2,51,5.98
"Philadelphia County, PA",42101,White,2106-3,20-24 years,20-24,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,123,7.96
"Philadelphia County, PA",42101,White,2106-3,20-24 years,20-24,9th through 12th grade with no diploma,2,Born outside the U.S. (includes possessions),2,90,7.43
"Philadelphia County, PA",42101,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,289,9.88
"Philadelphia County, PA",42101,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,160,7.93
"Philadelphia County, PA",42101,White,2106-3,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,118,10.44
"Philadelphia County, PA",42101,White,2106-3,20-24 years,20-24,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,73,8.8
"Philadelphia County, PA",42101,White,2106-3,20-24 years,20-24,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,23,10.86
"Philadelphia County, PA",42101,White,2106-3,20-24 years,20-24,"Associate degree (AA, AS)",5,Born outside the U.S. (includes possessions),2,18,8.27
"Philadelphia County, PA",42101,White,2106-3,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,32,11.71
"Philadelphia County, PA",42101,White,2106-3,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,17,12.81
"Philadelphia County, PA",42101,White,2106-3,20-24 years,20-24,Unknown or Not Stated,Unk,Born in the U.S. (50 US States),1,19,6.44
"Philadelphia County, PA",42101,White,2106-3,20-24 years,20-24,Unknown or Not Stated,Unk,Born outside the U.S. (includes possessions),2,15,5.6
"Philadelphia County, PA",42101,White,2106-3,25-29 years,25-29,8th grade or less,1,Born outside the U.S. (includes possessions),2,52,6.58
"Philadelphia County, PA",42101,White,2106-3,25-29 years,25-29,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,86,7.62
"Philadelphia County, PA",42101,White,2106-3,25-29 years,25-29,9th through 12th grade with no diploma,2,Born outside the U.S. (includes possessions),2,61,7.72
"Philadelphia County, PA",42101,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,339,10.95
"Philadelphia County, PA",42101,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,180,8.77
"Philadelphia County, PA",42101,White,2106-3,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,252,11.16
"Philadelphia County, PA",42101,White,2106-3,25-29 years,25-29,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,144,9.22
"Philadelphia County, PA",42101,White,2106-3,25-29 years,25-29,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,93,11.32
"Philadelphia County, PA",42101,White,2106-3,25-29 years,25-29,"Associate degree (AA, AS)",5,Born outside the U.S. (includes possessions),2,43,10.36
"Philadelphia County, PA",42101,White,2106-3,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,291,12.25
"Philadelphia County, PA",42101,White,2106-3,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,114,10.15
"Philadelphia County, PA",42101,White,2106-3,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,115,12.48
"Philadelphia County, PA",42101,White,2106-3,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,42,10.65
"Philadelphia County, PA",42101,White,2106-3,25-29 years,25-29,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,37,13.03
"Philadelphia County, PA",42101,White,2106-3,25-29 years,25-29,Unknown or Not Stated,Unk,Born in the U.S. (50 US States),1,14,3.46
"Philadelphia County, PA",42101,White,2106-3,25-29 years,25-29,Unknown or Not Stated,Unk,Born outside the U.S. (includes possessions),2,16,6.94
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,8th grade or less,1,Born outside the U.S. (includes possessions),2,58,7.23
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,56,7.06
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,9th through 12th grade with no diploma,2,Born outside the U.S. (includes possessions),2,43,7.15
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,228,9.66
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,144,10.03
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,232,10.89
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,77,8.49
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,121,11.01
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,"Associate degree (AA, AS)",5,Born outside the U.S. (includes possessions),2,36,10.67
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,787,12.4
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,173,10.5
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,573,11.91
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,69,10.97
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,267,11.82
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born outside the U.S. (includes possessions),2,39,10.77
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,Unknown or Not Stated,Unk,Born in the U.S. (50 US States),1,28,5.56
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,Unknown or Not Stated,Unk,Born outside the U.S. (includes possessions),2,13,9.92
"Philadelphia County, PA",42101,White,2106-3,30-34 years,30-34,Unknown or Not Stated,Unk,Unknown or Not Stated,3,11,3.7
"Philadelphia County, PA",42101,White,2106-3,35-39 years,35-39,8th grade or less,1,Born outside the U.S. (includes possessions),2,38,9.6
"Philadelphia County, PA",42101,White,2106-3,35-39 years,35-39,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,34,8.67
"Philadelphia County, PA",42101,White,2106-3,35-39 years,35-39,9th through 12th grade with no diploma,2,Born outside the U.S. (includes possessions),2,34,7.67
"Philadelphia County, PA",42101,White,2106-3,35-39 years,35-39,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,105,9.58
"Philadelphia County, PA",42101,White,2106-3,35-39 years,35-39,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,77,9.57
"Philadelphia County, PA",42101,White,2106-3,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,113,10.9
"Philadelphia County, PA",42101,White,2106-3,35-39 years,35-39,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,46,10.84
"Philadelphia County, PA",42101,White,2106-3,35-39 years,35-39,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,51,13.02
"Philadelphia County, PA",42101,White,2106-3,35-39 years,35-39,"Associate degree (AA, AS)",5,Born outside the U.S. (includes possessions),2,24,12.3
"Philadelphia County, PA",42101,White,2106-3,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,415,12.47
"Philadelphia County, PA",42101,White,2106-3,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,83,11.52
"Philadelphia County, PA",42101,White,2106-3,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,373,12.01
"Philadelphia County, PA",42101,White,2106-3,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,55,11.02
"Philadelphia County, PA",42101,White,2106-3,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,194,12.18
"Philadelphia County, PA",42101,White,2106-3,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born outside the U.S. (includes possessions),2,56,10.64
"Philadelphia County, PA",42101,White,2106-3,35-39 years,35-39,Unknown or Not Stated,Unk,Born in the U.S. (50 US States),1,12,5.67
"Philadelphia County, PA",42101,White,2106-3,40-44 years,40-44,8th grade or less,1,Born outside the U.S. (includes possessions),2,13,11.46
"Philadelphia County, PA",42101,White,2106-3,40-44 years,40-44,9th through 12th grade with no diploma,2,Born outside the U.S. (includes possessions),2,12,12.18
"Philadelphia County, PA",42101,White,2106-3,40-44 years,40-44,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,38,10.58
"Philadelphia County, PA",42101,White,2106-3,40-44 years,40-44,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,20,8.74
"Philadelphia County, PA",42101,White,2106-3,40-44 years,40-44,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,19,11.65
"Philadelphia County, PA",42101,White,2106-3,40-44 years,40-44,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,17,10.82
"Philadelphia County, PA",42101,White,2106-3,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,71,12.01
"Philadelphia County, PA",42101,White,2106-3,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,24,11.39
"Philadelphia County, PA",42101,White,2106-3,40-44 years,40-44,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,61,11.58
"Philadelphia County, PA",42101,White,2106-3,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,40,11.05
"Philadelphia County, PA",42101,White,2106-3,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born outside the U.S. (includes possessions),2,15,10.87
"Philadelphia County, PA",42101,More than one race,M,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,28,9.7
"Philadelphia County, PA",42101,More than one race,M,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,20,8.41
"Philadelphia County, PA",42101,More than one race,M,20-24 years,20-24,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,20,7.4
"Philadelphia County, PA",42101,More than one race,M,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,47,9.69
"Philadelphia County, PA",42101,More than one race,M,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,29,7.26
"Philadelphia County, PA",42101,More than one race,M,25-29 years,25-29,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,12,10.3
"Philadelphia County, PA",42101,More than one race,M,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,43,9.18
"Philadelphia County, PA",42101,More than one race,M,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,28,12.04
"Philadelphia County, PA",42101,More than one race,M,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,17,14.33
"Philadelphia County, PA",42101,More than one race,M,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,23,8.64
"Philadelphia County, PA",42101,More than one race,M,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,35,9.5
"Philadelphia County, PA",42101,More than one race,M,30-34 years,30-34,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,11,12.82
"Philadelphia County, PA",42101,More than one race,M,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,25,12.14
"Philadelphia County, PA",42101,More than one race,M,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,17,11.71
"Philadelphia County, PA",42101,More than one race,M,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,13,8.45
"Philadelphia County, PA",42101,More than one race,M,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,14,12.36
"Philadelphia County, PA",42101,More than one race,M,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,13,11.69
"Schuylkill County, PA",42107,White,2106-3,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,27,9.15
"Schuylkill County, PA",42107,White,2106-3,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,25,11.71
"Schuylkill County, PA",42107,White,2106-3,20-24 years,20-24,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,31,9.1
"Schuylkill County, PA",42107,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,114,10.71
"Schuylkill County, PA",42107,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,15,9.54
"Schuylkill County, PA",42107,White,2106-3,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,25,10.6
"Schuylkill County, PA",42107,White,2106-3,20-24 years,20-24,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,16,10.8
"Schuylkill County, PA",42107,White,2106-3,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,10,12.4
"Schuylkill County, PA",42107,White,2106-3,25-29 years,25-29,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,24,9.12
"Schuylkill County, PA",42107,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,111,10.24
"Schuylkill County, PA",42107,White,2106-3,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,62,11.55
"Schuylkill County, PA",42107,White,2106-3,25-29 years,25-29,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,48,13.06
"Schuylkill County, PA",42107,White,2106-3,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,67,12.48
"Schuylkill County, PA",42107,White,2106-3,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,16,11.25
"Schuylkill County, PA",42107,White,2106-3,30-34 years,30-34,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,16,8.73
"Schuylkill County, PA",42107,White,2106-3,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,75,10.9
"Schuylkill County, PA",42107,White,2106-3,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,38,11.22
"Schuylkill County, PA",42107,White,2106-3,30-34 years,30-34,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,34,12.15
"Schuylkill County, PA",42107,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,68,11.78
"Schuylkill County, PA",42107,White,2106-3,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,47,12.17
"Schuylkill County, PA",42107,White,2106-3,35-39 years,35-39,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,10,8.7
"Schuylkill County, PA",42107,White,2106-3,35-39 years,35-39,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,28,9.68
"Schuylkill County, PA",42107,White,2106-3,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,22,11.9
"Schuylkill County, PA",42107,White,2106-3,35-39 years,35-39,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,17,11.82
"Schuylkill County, PA",42107,White,2106-3,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,28,12.14
"Schuylkill County, PA",42107,White,2106-3,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,18,13.61
"Washington County, PA",42125,White,2106-3,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,15,9.47
"Washington County, PA",42125,White,2106-3,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,14,10.79
"Washington County, PA",42125,White,2106-3,20-24 years,20-24,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,32,9.48
"Washington County, PA",42125,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,106,10.74
"Washington County, PA",42125,White,2106-3,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,32,11.91
"Washington County, PA",42125,White,2106-3,20-24 years,20-24,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,15,12.4
"Washington County, PA",42125,White,2106-3,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,16,12
"Washington County, PA",42125,White,2106-3,25-29 years,25-29,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,36,10.97
"Washington County, PA",42125,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,150,11.13
"Washington County, PA",42125,White,2106-3,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,75,11.81
"Washington County, PA",42125,White,2106-3,25-29 years,25-29,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,82,11.56
"Washington County, PA",42125,White,2106-3,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,157,11.72
"Washington County, PA",42125,White,2106-3,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,59,12.49
"Washington County, PA",42125,White,2106-3,30-34 years,30-34,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,18,9.33
"Washington County, PA",42125,White,2106-3,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,90,9.99
"Washington County, PA",42125,White,2106-3,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,70,11.2
"Washington County, PA",42125,White,2106-3,30-34 years,30-34,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,82,12.35
"Washington County, PA",42125,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,224,11.89
"Washington County, PA",42125,White,2106-3,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,120,12.43
"Washington County, PA",42125,White,2106-3,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,29,12.04
"Washington County, PA",42125,White,2106-3,35-39 years,35-39,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,27,10.5
"Washington County, PA",42125,White,2106-3,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,21,10.8
"Washington County, PA",42125,White,2106-3,35-39 years,35-39,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,30,12.13
"Washington County, PA",42125,White,2106-3,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,96,13.22
"Washington County, PA",42125,White,2106-3,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,68,12.21
"Washington County, PA",42125,White,2106-3,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,10,12.4
"Washington County, PA",42125,White,2106-3,40-44 years,40-44,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,10,11.3
"Washington County, PA",42125,White,2106-3,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,10,10.1
"Washington County, PA",42125,More than one race,M,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,12,10
"Westmoreland County, PA",42129,Black or African American,2054-5,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,19,11.11
"Westmoreland County, PA",42129,Black or African American,2054-5,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,17,9.76
"Westmoreland County, PA",42129,Black or African American,2054-5,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,13,11.92
"Westmoreland County, PA",42129,Black or African American,2054-5,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,13,9.15
"Westmoreland County, PA",42129,White,2106-3,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,27,8.81
"Westmoreland County, PA",42129,White,2106-3,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,32,13.25
"Westmoreland County, PA",42129,White,2106-3,20-24 years,20-24,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,19,10.37
"Westmoreland County, PA",42129,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,176,11.32
"Westmoreland County, PA",42129,White,2106-3,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,81,12.44
"Westmoreland County, PA",42129,White,2106-3,20-24 years,20-24,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,35,12.53
"Westmoreland County, PA",42129,White,2106-3,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,29,14.17
"Westmoreland County, PA",42129,White,2106-3,25-29 years,25-29,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,22,12.05
